Ruta,Repartidor,Vehículo,orden_recomendado,orden_original,Clientes,ClienteID,Nombre,Dirección,Zona,horario_inicio,horario_fin,criterio_orden
DR0001,850012,11588009,12,1,CAN LITU'S,9100413240,CAN LITU'S,CALLE VICTOR CATALA 9,PARETS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11590937,1,1,RESTAURANTE SIBLINGS,9100652615,RESTAURANTE SIBLINGS,Carrer del Raval 1,PARETS DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11591384,1,1,IBERICUS CENTRAL,9100687896,IBERICUS CENTRAL,CALLE PROVENÇA 200,TERRASSA,00:00,18:00,zona -> horario_inicio -> orden_actual
DR0001,850012,11591385,1,1,IBERICUS CENTRAL,9100687896,IBERICUS CENTRAL,CALLE PROVENÇA 200,TERRASSA,00:00,18:00,zona -> horario_inicio -> orden_actual
DR0001,850012,11596821,1,5,RESTAURANTE EL SOL,9100658142,RESTAURANTE EL SOL,Carrer de Girona 161,GRANOLLERS,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11596821,2,6,RESTAURANT GUST D'ASIA,9100671265,RESTAURANT GUST D'ASIA,Avinguda de Francesc Macià 12,PARETS DEL VALLES,06:00,13:30,zona -> horario_inicio -> orden_actual
DR0001,850012,11596821,3,7,CAFETERIA LUISIANA,9100560544,CAFETERIA LUISIANA,PASEO JOAN MIRO 8,PARETS DEL VALLES,07:00,13:00,zona -> horario_inicio -> orden_actual
DR0001,850012,11596821,4,9,BAR JALEY (PARETS),9100643487,BAR JALEY (PARETS),Avinguda de Francesc Macià 11,PARETS DEL VALLES,07:00,13:00,zona -> horario_inicio -> orden_actual
DR0001,850012,11596821,5,8,BAR KEBAR,9100043482,BAR KEBAR,CALLE ARAGO 13,PARETS DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11596821,6,1,LAS PISTAS BAR,9100591493,LAS PISTAS BAR,PASEO FLUVIAL S/N,PARETS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11596821,7,2,DAHLIA PASTISSERIA,9100761848,DAHLIA PASTISSERIA,Carrer d'Aragó 11,PARETS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11596821,8,3,CAN LITU'S,9100413240,CAN LITU'S,CALLE VICTOR CATALA 9,PARETS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11596821,9,4,AKI MISMO,9100759612,AKI MISMO,Carrer Salvador Espriu 6,PARETS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11607377,1,1,CASA MAURA,9100725280,CASA MAURA,Carrer de Francesc Ferrer i Guàr 21,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11607377,2,2,CAFETERIA TAHOMA,9100054856,CAFETERIA TAHOMA,CALLE GALLECS 58,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11607377,3,3,ESTUDIANTIL BAR,9100305166,ESTUDIANTIL BAR,AVENIDA BURGOS 76,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11607377,4,5,LA PERA BAR,9100055568,LA PERA BAR,Avinguda de Jaume I 57,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11607377,5,6,BAR PHILADELPHIA,9100539485,BAR PHILADELPHIA,Rambla Nova 3,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11607377,6,8,RSTE. YOLANDA,9100040775,RSTE. YOLANDA,Antoni Gaudi 10,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11607377,7,9,LA TAVERNA DE CAN PANTIQUET,9100750130,LA TAVERNA DE CAN PANTIQUET,Carrer de Can Pantiquet S/N,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11607377,8,10,ESPAI BAR,9100054565,ESPAI BAR,AVENIDA JAUME I 207,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11607377,9,11,BAR CASA PEDRO,9100054872,BAR CASA PEDRO,CALLE CAN PANTIQUET 26,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11607377,10,15,BAR MEJIAS,9100366443,BAR MEJIAS,CALLE ENRIC MORERA 37,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11607377,11,4,GRANJA ESTEL,128051,GRANJA ESTEL,RAMBLA NOVA 10,MOLLET DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11607377,12,7,LA GRANJA,9100530919,LA GRANJA,CAN MAGRE 23,MOLLET DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11607377,13,14,412 COFFEE BEER,9100757467,412 COFFEE BEER,CARRETERA LA ROCA S/N,SANT FOST DE CAMPSENTELLE,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11607377,14,12,LOS CUESTAS,9100613076,LOS CUESTAS,Carrer Joaquim Blume 13,SANT FOST DE CAMPSENTELLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11607377,15,13,CAL TETE SANT FOST,9100055177,CAL TETE SANT FOST,AVENIDA SANT JERONI 13,SANT FOST DE CAMPSENTELLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11608039,1,1,IBERICUS CENTRAL,9100687896,IBERICUS CENTRAL,CALLE PROVENÇA 200,TERRASSA,00:00,18:00,zona -> horario_inicio -> orden_actual
DR0001,850012,11609000,1,8,PAQUI FORN DE PA,9100326765,PAQUI FORN DE PA,AVENIDA ANTONI GAUDI 46,MOLLET DEL VALLES,07:00,14:00,zona -> horario_inicio -> orden_actual
DR0001,850012,11609000,2,2,RTE CHINO TA HAO MEN,9100121589,RTE CHINO TA HAO MEN,AVENIDA ANTONI GAUDI 30-32,MOLLET DEL VALLES,11:30,13:00,zona -> horario_inicio -> orden_actual
DR0001,850012,11609000,3,1,BAR ALMANSA,9100663743,BAR ALMANSA,Carrer de Sant Llorenç 52,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11609000,4,3,LA TAVERNA DE CAN PANTIQUET,9100750130,LA TAVERNA DE CAN PANTIQUET,Carrer de Can Pantiquet S/N,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11609000,5,4,LA BELLA CALABRIA - PIZZERIA RESTAU,9100366733,LA BELLA CALABRIA - PIZZERIA RESTAU,CALLE CAN MOLLET 30,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11609000,6,5,EVA RESTAURANT,9100755962,EVA RESTAURANT,AVENIDA ANTONI GAUDI 62,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11609000,7,6,LA PINYA BAR,9100239655,LA PINYA BAR,AVENIDA JAUME I 3-5,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11609000,8,9,HOLA K TAL,9100653307,HOLA K TAL,Carrer de Joaquim Mir 53,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11609000,9,10,BAR GRANJA J.J.,9100281244,BAR GRANJA J.J.,Carrer Can Magre 23,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11609000,10,11,Bar 4 Puertas,9100610435,Bar 4 Puertas,Carrer de Can Flequer 17,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11609000,11,7,ALHAMBRA 57,9100556449,ALHAMBRA 57,AVENIDA ANTONI GAUDI 57,MOLLET DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11609000,12,13,BAR LA ESQUINITA,9100661113,BAR LA ESQUINITA,Avinguda de Catalunya 102,PARETS DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11609000,13,14,BAR FRANKFURT INSBRUCK,9100227177,BAR FRANKFURT INSBRUCK,CALLE INDEPENDENCIA 51,PARETS DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11609000,14,12,BAR COCO,9100756811,BAR COCO,Avinguda de la Pedra del Diable 9,PARETS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11613564,1,3,PUNT DE TROBADA,9100655372,PUNT DE TROBADA,Carrer de Can Pantiquet 18,MOLLET DEL VALLES,11:30,13:00,zona -> horario_inicio -> orden_actual
DR0001,850012,11613564,2,4,BOCA JUNIOR,9100366732,BOCA JUNIOR,Carrer de Can Pantiquet 36,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11613564,3,5,BAR ACROPOLIS,9100745447,BAR ACROPOLIS,CALLE CAN PANTIQUET 22,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11613564,4,6,ALAIA COFFE BAR ,9100760131,ALAIA COFFE BAR ,Avinguda de Jaume I 156,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11613564,5,16,BAR LOS EXTREMEÑOS,9100617395,BAR LOS EXTREMEÑOS,Passeig de la Ronda 7,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11613564,6,1,BAR FRAYMAN,9100503205,BAR FRAYMAN,CALLE ENRIC MORERA 27,MOLLET DEL VALLÈS,00:00,00:00,zona -> horario_inicio -> orden_actual
DR0001,850012,11613564,7,2,BAR NOMAD,9100684101,BAR NOMAD,Avinguda d'Antoni Gaudí 12,Mollet del Vallès,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11613564,8,9,PASTISSERIA JOAN,9100569006,PASTISSERIA JOAN,AVENIDA PEDRA DEL DIABLE 6,PARETS DEL VALLES,00:00,00:00,zona -> horario_inicio -> orden_actual
DR0001,850012,11613564,9,11,CAFETERIA XURRERIA 20 JA,9100264438,CAFETERIA XURRERIA 20 JA,LLIBERTAT 2,PARETS DEL VALLES,00:00,00:00,zona -> horario_inicio -> orden_actual
DR0001,850012,11613564,10,12,BONATAPA,9100281245,BONATAPA,Avinguda de Catalunya 111,PARETS DEL VALLES,00:00,00:00,zona -> horario_inicio -> orden_actual
DR0001,850012,11613564,11,13,Bar Restaurant Tres Roses,9100669500,Bar Restaurant Tres Roses,Carrer de Mary Santpere 1,PARETS DEL VALLES,00:00,18:00,zona -> horario_inicio -> orden_actual
DR0001,850012,11613564,12,15,Bar 20 PA K,9100692245,Bar 20 PA K,Avinguda de Catalunya 133,PARETS DEL VALLES,00:00,18:00,zona -> horario_inicio -> orden_actual
DR0001,850012,11613564,13,8,VERMUTERIA Y TAPERIA CAMACHO,9100617475,VERMUTERIA Y TAPERIA CAMACHO,AVENIDA PEDRA DEL DIABLE 28,PARETS DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11613564,14,10,LA PERGOLA,9100150711,LA PERGOLA,PAU CASALS 33,PARETS DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11613564,15,14,BAR LOS GALLEGOS,9100041543,BAR LOS GALLEGOS,Avinguda de Catalunya 92,PARETS DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11613564,16,7,COREFO (BAR),9100574514,COREFO (BAR),AVENIDA CATALUNYA 24,PARETS DEL VALLÈS,00:00,00:00,zona -> horario_inicio -> orden_actual
DR0001,850012,11618148,1,4,755_SUBLIME,9100670399,755_SUBLIME,CALLE SALVADOR ESPRIU 38,MOLLET DEL VALLES,00:00,18:00,zona -> horario_inicio -> orden_actual
DR0001,850012,11618148,2,1,ZAMORA BAR,9100056047,ZAMORA BAR,CALLE FRANCESC LAYRET 18,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11618148,3,2,LA GAMBA BAR,9100054873,LA GAMBA BAR,Carrer de Sant Joan 26,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11618148,4,3,EXTREMEÑOS BAR,9100544203,EXTREMEÑOS BAR,Carrer de Borrell 16,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11618148,5,6,RSTE. L'OLIVE,9100721293,RSTE. L'OLIVE,Carrer de Claudi Arañó i Arañó 17,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11618148,6,7,CAN RAJOLER,9100056113,CAN RAJOLER,CALLE MOSSOS D'ESQUADRA 4,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11618148,7,8,EL JARDI DE GALLECS,9100612100,EL JARDI DE GALLECS,CALLE FRANCESC LAYRET 65,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11618148,8,5,RESTAURANTE EUROPEO CONGOST,9100746992,RESTAURANTE EUROPEO CONGOST,CALLE CONGOST 1,PARETS DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11624127,1,18,PISCINAS LES CREMADES,9100565225,PISCINAS LES CREMADES,CALLE LAS CREMADES S/N,CALDES DE MONTBUI,07:30,10:00,zona -> horario_inicio -> orden_actual
DR0001,850012,11624127,2,12,RESTAURANTE EL SOL,9100658142,RESTAURANTE EL SOL,Carrer de Girona 161,GRANOLLERS,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11624127,3,7,CAN PRAT RESTAURANT,9100111065,CAN PRAT RESTAURANT,Avinguda de Can Prat s/n,MOLLET DEL VALLES,10:00,12:00,zona -> horario_inicio -> orden_actual
DR0001,850012,11624127,4,3,TINO FRANKFURT,9100371825,TINO FRANKFURT,AVENIDA JAUME I 154,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11624127,5,4,RACO DEL SEMI CACHOPO,9100583212,RACO DEL SEMI CACHOPO,CALLE JOAQUIM MIR 88,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11624127,6,5,ESPAI BAR,9100054565,ESPAI BAR,AVENIDA JAUME I 207,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11624127,7,6,CHUS RESTAURANT,9100054481,CHUS RESTAURANT,CALLE CARME 22-24,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11624127,8,1,LA GRANJA,9100530919,LA GRANJA,CAN MAGRE 23,MOLLET DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11624127,9,2,BK MOLLET,119751,BK MOLLET,AVENIDA RABASSAIRES 40,MOLLET DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11624127,10,13,RESTAURANT GUST D'ASIA,9100671265,RESTAURANT GUST D'ASIA,Avinguda de Francesc Macià 12,PARETS DEL VALLES,06:00,13:30,zona -> horario_inicio -> orden_actual
DR0001,850012,11624127,11,15,CAFETERIA LUISIANA,9100560544,CAFETERIA LUISIANA,PASEO JOAN MIRO 8,PARETS DEL VALLES,07:00,13:00,zona -> horario_inicio -> orden_actual
DR0001,850012,11624127,12,17,BAR JALEY (PARETS),9100643487,BAR JALEY (PARETS),Avinguda de Francesc Macià 11,PARETS DEL VALLES,07:00,13:00,zona -> horario_inicio -> orden_actual
DR0001,850012,11624127,13,14,RESTAURANT BRUNCH,9100733969,RESTAURANT BRUNCH,CALLE XALOC 1,PARETS DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11624127,14,16,BAR SAGITARIO,9100041840,BAR SAGITARIO,Carrer d'Aragó 2,PARETS DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11624127,15,8,OH LA LA,9100566100,OH LA LA,AVENIDA LLUIS COMPANYS 39,PARETS DEL VALLÈS,08:00,16:30,zona -> horario_inicio -> orden_actual
DR0001,850012,11624127,16,9,DAHLIA PASTISSERIA,9100761848,DAHLIA PASTISSERIA,Carrer d'Aragó 11,PARETS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11624127,17,10,CAN LITU'S,9100413240,CAN LITU'S,CALLE VICTOR CATALA 9,PARETS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11624127,18,11,AKI MISMO,9100759612,AKI MISMO,Carrer Salvador Espriu 6,PARETS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0001,850012,11624128,1,1,SUSHI HE GRANOLLERS,9100568067,SUSHI HE GRANOLLERS,CALLE MATARO 6,GRANOLLERS,11:30,16:00,zona -> horario_inicio -> orden_actual
DR0006,850006,11420379,1,1,RACO DEL SEMI CACHOPO,9100583212,RACO DEL SEMI CACHOPO,CALLE JOAQUIM MIR 88,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11420379,2,2,BAR GRANADA,9100338332,BAR GRANADA,RONDA ORIENT 8,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11420379,3,3,PALENTINO BAR,9100190779,PALENTINO BAR,Avinguda de la Llibertat 39,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11420379,4,4,PLAZA DONER KEBAB,9100178455,PLAZA DONER KEBAB,ITALIA 46,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11420379,5,5,MANEL BAR,9100055626,MANEL BAR,AVENIDA LLIBERTAT 14,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11420379,6,6,EL GARBI BAR,9100055497,EL GARBI BAR,RAMBLA POMPEU FABRA 20,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11420379,7,7,VENECIA BAR,9100054744,VENECIA BAR,RONDA ORIENT 14,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11420379,8,8,BAR CHAMPANILLO,9100568310,BAR CHAMPANILLO,PLAZA MAJOR 24,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11424401,1,1,BAR CHAMPANILLO,9100568310,BAR CHAMPANILLO,PLAZA MAJOR 24,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11426177,1,1,BAR CRISTASOL  (Kebab Esquina),9100686742,BAR CRISTASOL  (Kebab Esquina),Carrer de Joan Maragall 19,MOLLET DEL VALLES,00:00,18:00,zona -> horario_inicio -> orden_actual
DR0006,850006,11426177,2,4,TASTY DONNER KEBAB,9100470966,TASTY DONNER KEBAB,RAMBLA POMPEU FABRA 10,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11426177,3,5,"PITAPES CALDERI 3 BRANQUES VALLES ,",9100264285,"PITAPES CALDERI 3 BRANQUES VALLES ,",DEL CALDERI S/N,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11426177,4,6,PALENTINO BAR,9100190779,PALENTINO BAR,Avinguda de la Llibertat 39,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11426177,5,7,ANDALUCIA BAR RTE.(C.11 SETEMBRE),9100076081,ANDALUCIA BAR RTE.(C.11 SETEMBRE),CALLE ONZE DE SETEMBRE 28,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11426177,6,8,CABAÑA DEL TIO TOM BAR,9100054857,CABAÑA DEL TIO TOM BAR,Avinguda de Burgos 66,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11426177,7,9,RENFE NORD CANTINA,9100762714,RENFE NORD CANTINA,CALLE JOAN MARAGALL S/N,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11426177,8,2,PITAPES BERENGUER,9100545628,PITAPES BERENGUER,BERENGUER III 71,MOLLET DEL VALLÈS,11:30,13:00,zona -> horario_inicio -> orden_actual
DR0006,850006,11426177,9,3,BAR CORALEX,9100522192,BAR CORALEX,CALLE JOAN MARAGALL 19,MOLLET DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11433286,1,5,KAPHIY BRUNCH,9100702970,KAPHIY BRUNCH,Carrer de Gaietà Vínzia 20,MOLLET DEL VALLES,00:00,18:00,zona -> horario_inicio -> orden_actual
DR0006,850006,11433286,2,13,Confidencial,9100680393,Confidencial,Carrer de Ramon Casas 9,MOLLET DEL VALLES,00:00,00:00,zona -> horario_inicio -> orden_actual
DR0006,850006,11433286,3,1,LA GOLOSA BAR,9100054848,LA GOLOSA BAR,Carrer de Marià Fortuny 38,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11433286,4,2,EUROPA BAR,9100054998,EUROPA BAR,Avinguda de la Llibertat 30,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11433286,5,4,LA PERA BAR,9100055568,LA PERA BAR,Avinguda de Jaume I 57,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11433286,6,6,BRACAFE,9100055265,BRACAFE,CALLE GAIETA VINZIA 11,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11433286,7,7,LA VERMUTERIA,9100740330,LA VERMUTERIA,Carrer de la Pau 21,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11433286,8,9,RESTAURANT JAPONES SUSHI AKI,9100552330,RESTAURANT JAPONES SUSHI AKI,Carrer d'Anselm Clavé 13,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11433286,9,10,LA PRUNA,9100684195,LA PRUNA,Carrer de la Pau 28,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11433286,10,11,LA BODEGUETA DE MOLLET,9100184449,LA BODEGUETA DE MOLLET,PLAZA PRAT DE LA RIBA 3,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11433286,11,12,EL REFUGIO,9100733360,EL REFUGIO,Rambla de Pompeu Fabra 14,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11433286,12,14,CAFÉ PLAÇA,9100054896,CAFÉ PLAÇA,Plaça de Prat de la Riba 11,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11433286,13,3,GRANJA ESTEL,128051,GRANJA ESTEL,RAMBLA NOVA 10,MOLLET DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11433286,14,8,BAR RESTAURANTE NEORIS,9100467331,BAR RESTAURANTE NEORIS,RAMBLA POMPEU FABRA 4,MOLLET DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11438714,1,2,FUSSION,9100646795,FUSSION,PLAZA CATALUNYA 9,MOLLET DEL VALLES,00:00,00:00,zona -> horario_inicio -> orden_actual
DR0006,850006,11438714,2,11,XURRERIA,9100055508,XURRERIA,Avinguda de la Llibertat 2,MOLLET DEL VALLES,00:00,08:30,zona -> horario_inicio -> orden_actual
DR0006,850006,11438714,3,13,LA TASCA BAR,9100055108,LA TASCA BAR,CALLE FRANCESC MACIA 51,MOLLET DEL VALLES,12:30,15:00,zona -> horario_inicio -> orden_actual
DR0006,850006,11438714,4,5,OH PALADAR,9100517197,OH PALADAR,CALLE ITALIA 28-30,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11438714,5,6,BAR KARAI,9100466233,BAR KARAI,CALLE LA RIERA 13,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11438714,6,7,BAR GRANADA,9100338332,BAR GRANADA,RONDA ORIENT 8,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11438714,7,8,ESTUDIANTIL BAR,9100305166,ESTUDIANTIL BAR,AVENIDA BURGOS 76,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11438714,8,9,FRANKFURT MOLLET SL,9100296646,FRANKFURT MOLLET SL,Plaça de Prat de la Riba 19,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11438714,9,10,CANTINA RENFE SANT FOST,9100055977,CANTINA RENFE SANT FOST,Ronda d'Orient 1,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11438714,10,12,EL GARBI BAR,9100055497,EL GARBI BAR,RAMBLA POMPEU FABRA 20,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11438714,11,3,MING BAR RESTAURANTE,9100591127,MING BAR RESTAURANTE,AVENIDA DE LA LLIBERTAD 53,MOLLET DEL VALLÈS,00:00,00:00,zona -> horario_inicio -> orden_actual
DR0006,850006,11438714,12,4,BAR BISHOP,9100542069,BAR BISHOP,PERE RAMON S/N (DARRERA MERCAT S/N,MOLLET DEL VALLÈS,12:00,12:30,zona -> horario_inicio -> orden_actual
DR0006,850006,11438714,13,1,TREBOL BRUNCH,9100760596,TREBOL BRUNCH,Carrer de Berenguer III 156,POLINYÀ,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11443450,1,5,755_SUBLIME,9100670399,755_SUBLIME,CALLE SALVADOR ESPRIU 38,MOLLET DEL VALLES,00:00,18:00,zona -> horario_inicio -> orden_actual
DR0006,850006,11443450,2,14,U.D. MOLLETENSE,9100055101,U.D. MOLLETENSE,Avinguda Badalona 18,MOLLET DEL VALLES,17:00,18:00,zona -> horario_inicio -> orden_actual
DR0006,850006,11443450,3,3,LA TAVERNA DE CAN PANTIQUET,9100750130,LA TAVERNA DE CAN PANTIQUET,Carrer de Can Pantiquet S/N,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11443450,4,4,BAR CA LA XIANG,9100744307,BAR CA LA XIANG,Carrer de Francesc Layret 71,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11443450,5,7,BOCA JUNIOR,9100366732,BOCA JUNIOR,Carrer de Can Pantiquet 36,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11443450,6,8,HOTEL IBIS,9100336673,HOTEL IBIS,CALLE NICARAGUA 5,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11443450,7,9,"PITAPES CALDERI 3 BRANQUES VALLES ,",9100264285,"PITAPES CALDERI 3 BRANQUES VALLES ,",DEL CALDERI S/N,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11443450,8,10,CAFETERIA ESCLAT,9100055505,CAFETERIA ESCLAT,NICARAGUA S/N -,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11443450,9,11,CORDOBES BAR,9100055224,CORDOBES BAR,RAMBLA NOVA 71,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11443450,10,12,DAVID FORN DE PA I PASTISSERIA,9100055194,DAVID FORN DE PA I PASTISSERIA,CALLE JAUME COLL 9,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11443450,11,15,EUROPA BAR,9100054998,EUROPA BAR,Avinguda de la Llibertat 30,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11443450,12,16,CABAÑA DEL TIO TOM BAR,9100054857,CABAÑA DEL TIO TOM BAR,Avinguda de Burgos 66,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11443450,13,17,RSTE. YOLANDA,9100040775,RSTE. YOLANDA,Antoni Gaudi 10,MOLLET DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0006,850006,11443450,14,2,412 COFFEE BEER,9100757467,412 COFFEE BEER,CARRETERA LA ROCA S/N,SANT FOST DE CAMPSENTELLE,,,zona -> horario_inicio -> orden_actual
